Timestamp,Temp
20:43:29.189771,21.9896
20:43:30.736990,22.0001
20:43:32.307876,22.0073
20:43:33.907007,22.0048
20:43:35.481579,21.9986
20:43:37.067162,21.9843
20:43:38.638295,21.9626
20:43:40.210997,21.9421
20:43:41.763841,21.9193
20:43:44.925211,21.8884
20:43:48.091981,21.8685
20:43:49.666937,21.8673
20:43:51.245794,21.8714
20:43:52.831587,21.8829
20:43:54.395450,21.9015
20:43:55.967148,21.9155
20:43:57.542727,21.9378
20:43:59.116786,21.964
20:44:00.698954,21.9892
20:44:02.290678,22.0169
20:44:03.885896,22.0476
20:44:05.457907,22.0671
20:44:07.017353,22.0821
20:44:08.662409,22.0896
20:44:10.166798,22.0927
20:44:11.770028,22.0931
21:00:36.840597,20.538
21:00:44.436481,20.5388
21:00:52.016331,20.5218
21:00:59.596943,20.5236
21:01:07.181505,20.5581
21:01:14.907201,20.6144
21:01:22.459484,20.6818
21:01:37.533733,20.7456
21:01:52.718210,20.7382
21:02:00.245318,20.7528
21:02:07.882746,20.7484
21:02:38.161054,20.7069
21:02:45.727179,20.7216
21:05:47.674363,20.9562
21:19:54.610013,21.0786
21:20:01.184233,21.1177
21:20:07.767158,21.1486
21:20:14.361459,21.1669
21:20:20.944225,21.1433
21:20:27.524982,21.1257
21:20:34.103727,21.1413
21:28:55.542419,20.9652
21:29:02.123105,20.9845
21:29:08.704842,20.9779
21:29:15.288266,20.9396
21:29:21.868868,20.882
21:29:28.445038,20.8257
21:29:35.039023,20.7577
21:29:41.617358,20.6995
21:29:48.189986,20.6732
21:29:54.770928,20.6714
21:30:01.351987,20.6661
21:30:07.931831,20.6384
21:30:14.510300,20.5751
21:30:21.093122,20.48
21:30:27.673055,20.3954
21:30:34.264923,20.3689
21:30:40.832610,20.3778
21:30:47.415913,20.3898
21:30:53.993381,20.3882
21:31:00.573858,20.3929
21:31:07.154050,20.3933
21:31:13.733529,20.3995
21:31:20.317111,20.4253
21:31:26.898013,20.4544
21:31:33.479216,20.4759
21:31:40.058199,20.4575
21:31:46.646347,20.4487
21:31:53.216340,20.4827
21:31:59.809576,20.5177
21:32:06.384622,20.514
21:32:12.956682,20.5046
21:32:19.558641,20.4943
21:34:41.322493,20.0462
21:34:47.896694,20.1624
21:34:54.476260,20.2312
21:35:01.057190,20.2683
21:35:07.636481,20.3159
21:35:14.218712,20.372
21:35:20.798685,20.415
21:35:27.380666,20.454
21:35:33.961996,20.4603
21:35:40.546106,20.4529
21:35:47.120785,20.4368
21:35:53.702744,20.4237
21:36:00.289052,20.4575
21:36:06.869694,20.5011
21:36:13.446121,20.5538
21:36:20.025085,20.6009
21:36:26.606071,20.6474
21:36:33.187034,20.7003
21:36:39.767467,20.7304
21:36:46.347960,20.7583
21:36:52.929011,20.8146
21:36:59.506584,20.8544
21:37:06.087039,20.8806
21:37:12.667349,20.9165
21:37:19.245692,20.929
21:37:25.849470,20.928
21:37:32.427260,20.9177
21:37:39.013176,20.871
21:37:45.591060,20.7937
21:37:52.168412,20.7087
21:37:58.750872,20.6228
21:38:05.327932,20.5665
21:38:11.906560,20.5728
21:38:18.483557,20.6198
21:38:25.058610,20.6714
21:38:31.649315,20.7113
21:38:51.386198,20.6857
21:38:57.958167,20.6284
21:39:04.537167,20.5909
21:39:11.116657,20.5937
21:39:17.694377,20.6015
21:39:24.281407,20.5884
21:39:30.860639,20.5558
21:39:37.438742,20.532
21:39:44.018137,20.512
21:39:50.600076,20.5163
21:39:57.185681,20.5251
21:40:03.761358,20.5298
21:46:05.679433,51
21:48:37.857009,28
21:48:51.264344,40
21:50:17.195563,98
21:51:14.564580,75
21:52:48.343890,81
21:54:15.566303,10
21:55:03.354064,18
21:55:09.030138,21
21:57:16.634747,32
21:58:31.663801,42
21:59:16.953534,32
22:01:16.422722,42
22:01:21.432374,59
22:01:26.441922,92
22:01:31.449101,91
22:01:36.459001,86
22:01:40.423594,54
22:01:41.422902,45
22:01:41.470536,74
22:01:43.427785,23
22:01:44.430747,57
22:01:45.431652,50
22:01:46.428370,59
22:01:46.475472,69
22:01:48.427550,56
22:01:49.427593,64
22:01:50.427579,86
22:01:51.425601,40
22:01:51.480959,78
22:01:53.427500,16
22:01:54.432292,15
22:01:55.431584,12
22:01:56.435054,64
22:01:56.492338,21
22:01:58.429533,70
22:01:59.431469,11
22:02:00.433160,77
22:02:01.435173,77
